Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623532542.231177,172.10.0.2:57436,,,5,3
1623532542.267387,172.10.0.2:57436,,,5,3
1623532542.302621,172.10.0.2:57436,,,6,3
1623532542.340091,172.10.0.2:57436,,,6,3
1623532542.377043,172.10.0.2:57436,,,6,3
1623532542.413870,172.10.0.2:57436,,,6,3
1623532542.450268,172.10.0.2:57436,,,5,3
1623532542.486739,172.10.0.2:57436,,,5,3
1623532542.524201,172.10.0.2:57436,,,4,3
1623532542.559451,172.10.0.2:57436,,,5,3
1623532542.597404,172.10.0.2:57436,,,5,3
1623532542.633367,172.10.0.2:57436,,,5,3
1623532542.669971,172.10.0.2:57436,,,6,3
1623532542.708023,172.10.0.2:57436,,,6,3
1623532542.743851,172.10.0.2:57436,,,6,3
1623532542.779870,172.10.0.2:57436,,,6,3
1623532542.815725,172.10.0.2:57436,,,5,3
1623532542.854124,172.10.0.2:57436,,,5,3
1623532542.891338,172.10.0.2:57436,,,4,3
1623532542.932381,172.10.0.2:57436,,,5,3
1623532542.968417,172.10.0.2:57436,,,5,3
1623532543.005931,172.10.0.2:57436,,,5,3
1623532543.042284,172.10.0.2:57436,,,5,3
1623532543.077705,172.10.0.2:57436,,,6,3
1623532543.114869,172.10.0.2:57436,,,6,3
1623532543.151717,172.10.0.2:57436,,,6,3
1623532543.190231,172.10.0.2:57436,,,6,3
1623532543.226968,172.10.0.2:57436,,,5,3
1623532543.262032,172.10.0.2:57436,,,5,3
1623532543.298341,172.10.0.2:57436,,,4,3
1623532543.334526,172.10.0.2:57436,,,4,3
1623532543.370658,172.10.0.2:57436,,,5,3
1623532543.410652,172.10.0.2:57436,,,5,3
1623532543.447831,172.10.0.2:57436,,,5,3
1623532543.483751,172.10.0.2:57436,,,6,3
1623532543.519367,172.10.0.2:57436,,,6,3
1623532543.556155,172.10.0.2:57436,,,6,3
1623532543.594854,172.10.0.2:57436,,,5,3
1623532543.632544,172.10.0.2:57436,,,5,3
1623532543.669445,172.10.0.2:57436,,,4,3
1623532543.705005,172.10.0.2:57436,,,4,3
1623532543.741988,172.10.0.2:57436,,,5,3
1623532543.778946,172.10.0.2:57436,,,5,3
1623532543.814929,172.10.0.2:57436,,,5,3
1623532543.850941,172.10.0.2:57436,,,6,3
1623532543.886624,172.10.0.2:57436,,,6,3
1623532543.928024,172.10.0.2:57436,,,6,3
1623532543.965249,172.10.0.2:57436,,,5,3
1623532544.001487,172.10.0.2:57436,,,5,3
1623532544.037775,172.10.0.2:57436,,,4,3
1623532544.074515,172.10.0.2:57436,,,5,3
1623532544.111611,172.10.0.2:57436,,,5,3
1623532544.149113,172.10.0.2:57436,,,5,3
1623532544.185325,172.10.0.2:57436,,,5,3
1623532544.221440,172.10.0.2:57436,,,5,3
1623532544.258578,172.10.0.2:57436,,,6,3
1623532544.294922,172.10.0.2:57436,,,6,3
1623532544.331177,172.10.0.2:57436,,,6,3
1623532544.369500,172.10.0.2:57436,,,5,3
1623532544.404170,172.10.0.2:57436,,,5,3
1623532544.442680,172.10.0.2:57436,,,5,3
1623532544.479106,172.10.0.2:57436,,,4,3
1623532544.516299,172.10.0.2:57436,,,5,3
1623532544.553150,172.10.0.2:57436,,,5,3
